"time","PAR","temp","VPD","precip"
1,0,-0.899999976158142,0.130999997258186,0
1,0,-1,0.130999997258186,0
1,0,-0.600000023841858,0.145999997854233,0
1,0,-0.800000011920929,0.141000002622604,0
1,0,-1.10000002384186,0.123999997973442,0
1,0,-1.5,0.105999998748302,0
1,0,-1.39999997615814,0.10700000077486,0
1,0,-1.10000002384186,0.130999997258186,0
1,0,-1,0.133000001311302,0
1,0,-1.10000002384186,0.129999995231628,0
1,0,-1.10000002384186,0.153999999165535,0
1,0,-1.20000004768372,0.129999995231628,0
1,0,-1.60000002384186,0.112000003457069,0
1,0,-1.70000004768372,0.119999997317791,0
1,0,-1.5,0.123000003397465,0
1,9.60000038146973,-1.5,0.118000000715256,0
1,44.9000015258789,-1.5,0.143999993801117,0
1,83.1999969482422,-1.39999997615814,0.158000007271767,0
1,120.199996948242,-1.5,0.166999995708466,0
1,188.399993896484,-1.60000002384186,0.153999999165535,0
1,227.100006103516,-1.39999997615814,0.168999999761581,0
1,333.100006103516,-1.10000002384186,0.181999996304512,0
1,384,-1,0.166999995708466,0
1,400.100006103516,-1,0.145999997854233,0.254000008106232
1,330.5,-0.800000011920929,0.158999994397163,0
1,339.600006103516,-0.5,0.194000005722046,0.254000008106232
1,403,-0.400000005960464,0.209999993443489,0
1,216.600006103516,-0.699999988079071,0.184000000357628,0
1,91.3000030517578,-2.29999995231628,0.0439999997615814,0
1,137.800003051758,-2.20000004768372,0.0270000007003546,0
1,68.3000030517578,-2.40000009536743,0.0350000001490116,0
1,25.5,-3.90000009536743,0.0240000002086163,0
1,10,-4.09999990463257,0.0230000000447035,0
1,0,-4.09999990463257,0.0320000015199184,0
1,0,-4,0.0489999987185001,0
1,0,-4.19999980926514,0.0419999994337559,0
1,0,-3.90000009536743,0.061999998986721,0
1,0,-3.79999995231628,0.0729999989271164,0
1,0,-3.79999995231628,0.0740000009536743,0
1,0,-3.90000009536743,0.0710000023245811,0
1,0,-4.40000009536743,0.0390000008046627,0
1,0,-4.69999980926514,0.00499999988824129,0
1,0,-4.59999990463257,0.00300000002607703,0
1,0,-4.59999990463257,0.00499999988824129,0
1,0,-4.5,0.00700000021606684,0
1,0,-4.5,0.00800000037997961,0
1,0,-4.40000009536743,0.00899999961256981,0
1,0,-4.40000009536743,0.00800000037997961,0
2,0,-4.40000009536743,0.00800000037997961,0
2,0,-4.5,0.00800000037997961,0
2,0,-4.5,0.00800000037997961,0
2,0,-4.40000009536743,0.00800000037997961,0
2,0,-4.59999990463257,0.00800000037997961,0
2,0,-4.80000019073486,0.00800000037997961,0
2,0,-4.59999990463257,0.00800000037997961,0
2,0,-4.40000009536743,0.00700000021606684,0
2,0,-4.40000009536743,0.00800000037997961,0
2,0,-4.59999990463257,0.00899999961256981,0
2,0,-4.69999980926514,0.00899999961256981,0
2,0,-4.90000009536743,0.00899999961256981,0
2,0,-4.90000009536743,0.00899999961256981,0
2,0,-4.90000009536743,0.00899999961256981,0
2,0,-4.90000009536743,0.00899999961256981,0
2,0,-5,0.00899999961256981,0
2,23.5,-5.09999990463257,0.00899999961256981,0
2,51.4000015258789,-5.19999980926514,0.00999999977648258,0
2,85,-5.09999990463257,0.00899999961256981,0
2,110.800003051758,-5.09999990463257,0.00999999977648258,0
2,148.899993896484,-5.09999990463257,0.00999999977648258,0
2,213.100006103516,-5,0.00899999961256981,0
2,198,-4.90000009536743,0.00999999977648258,0
2,226.899993896484,-4.90000009536743,0.00999999977648258,0
2,142.399993896484,-5,0.00999999977648258,0
2,160.899993896484,-5.09999990463257,0.00999999977648258,0
2,121,-5.30000019073486,0.00999999977648258,0
2,93.5999984741211,-5.59999990463257,0.0109999999403954,0
2,81.0999984741211,-5.69999980926514,0.0109999999403954,0
2,51,-5.90000009536743,0.0109999999403954,0
2,37.0999984741211,-5.90000009536743,0.0109999999403954,0
2,20.2999992370605,-5.90000009536743,0.0109999999403954,0
2,6.30000019073486,-6,0.0109999999403954,0
2,0,-6,0.0120000001043081,0
2,0,-6.19999980926514,0.0120000001043081,0
2,0,-6.30000019073486,0.0120000001043081,0
2,0,-6.30000019073486,0.0120000001043081,0
2,0,-6.40000009536743,0.0120000001043081,0
2,0,-6.5,0.0130000002682209,0
2,0,-6.69999980926514,0.0130000002682209,0
2,0,-6.90000009536743,0.0130000002682209,0
2,0,-6.90000009536743,0.0130000002682209,0
2,0,-7,0.0130000002682209,0
2,0,-7,0.0130000002682209,0
2,0,-7.19999980926514,0.0140000004321337,0
2,0,-7.19999980926514,0.0140000004321337,0
2,0,-7.19999980926514,0.0130000002682209,0
2,0,-7.30000019073486,0.0140000004321337,0
3,0,-7.30000019073486,0.0140000004321337,0
3,0,-7.30000019073486,0.0140000004321337,0
3,0,-7.40000009536743,0.0140000004321337,0
3,0,-7.40000009536743,0.0140000004321337,0
3,0,-7.40000009536743,0.0140000004321337,0
3,0,-7.40000009536743,0.0140000004321337,0
3,0,-7.30000019073486,0.0140000004321337,0
3,0,-7.30000019073486,0.0140000004321337,0
3,0,-7.30000019073486,0.0140000004321337,0
3,0,-7.30000019073486,0.0140000004321337,0
3,0,-7.30000019073486,0.0140000004321337,0
3,0,-7.30000019073486,0.0140000004321337,0
3,0,-7.40000009536743,0.0140000004321337,0
3,0,-7.30000019073486,0.0140000004321337,0
3,0,-7.19999980926514,0.0140000004321337,0
3,0,-7.09999990463257,0.0140000004321337,0
3,25.5,-7.09999990463257,0.0130000002682209,0
3,58.0999984741211,-7,0.0130000002682209,0
3,95.8000030517578,-6.69999980926514,0.0130000002682209,0
3,134.899993896484,-6.40000009536743,0.0120000001043081,0
3,172.300003051758,-6.19999980926514,0.0120000001043081,0
3,187.199996948242,-6.19999980926514,0.0130000002682209,0
3,185.899993896484,-6.40000009536743,0.0130000002682209,0
3,180.600006103516,-6.5,0.0130000002682209,0
3,169,-6.40000009536743,0.0120000001043081,0
3,161.100006103516,-6.40000009536743,0.0120000001043081,0
3,144.800003051758,-6.30000019073486,0.0130000002682209,0
3,126.599998474121,-6.40000009536743,0.0120000001043081,0
